"Country","Source_S","Dest_S","IO_Coeff"
"New Zealand","Medical","Food",0.0547
"New Zealand","Auto","Food",0.15429
"New Zealand","Other Transport","Food",0.08697
"New Zealand","Other","Food",0.14727
"New Zealand","Electricity","Food",1.6397
"New Zealand","Construction","Food",0.43885
"New Zealand","Retail","Food",13.41688
"New Zealand","Hotels","Food",0.50743
"New Zealand","Land Transport","Food",2.95543
"New Zealand","Water Transport","Food",0.19133
"New Zealand","Air Transport","Food",0.17206
"New Zealand","Aux Transport","Food",0.75784
"New Zealand","Post","Food",0.53198
"New Zealand","Finance","Food",2.0943
"New Zealand","Real State","Food",0.64754
"New Zealand","Renting Mach","Food",0.24444
"New Zealand","Computer","Food",0.21937
"New Zealand","R&D","Food",0.09234
"New Zealand","Other Business","Food",3.86165
"New Zealand","Public","Food",0.29821
"New Zealand","Education","Food",0.09096
"New Zealand","Health","Food",0.07284
"New Zealand","Other services","Food",0.84665
"New Zealand","Private","Food",0.0046
"Norway","Agriculture","Food",39.52968
"Norway","Mining","Food",0.96033
"Norway","Food","Food",31.01239
"Norway","Textile","Food",0.26322
"Norway","Wood","Food",0.1571
"Norway","Paper","Food",2.52388
"Norway","Petroleum","Food",0.38636
"Norway","Chemicals","Food",2.03479
"Norway","Plastic","Food",1.12662
"Norway","Minerals","Food",0.21036
"Norway","Basic metals","Food",0.15695
"Norway","Metal products","Food",0.67771
"Norway","Machinery n.e.c","Food",0.6272
"Norway","Office","Food",0.11793
"Norway","Electrical","Food",0.18657
"Norway","Communication","Food",0.09452
"Norway","Medical","Food",0.08012
"Norway","Auto","Food",0.01813
"Norway","Other Transport","Food",0.82022
"Norway","Other","Food",0.07428
"Norway","Electricity","Food",1.04743
"Norway","Construction","Food",0.47274
"Norway","Retail","Food",6.09802
"Norway","Hotels","Food",0.89702
"Norway","Land Transport","Food",2.54147
"Norway","Water Transport","Food",0.29707
"Norway","Air Transport","Food",0.30581
"Norway","Aux Transport","Food",0.13254
"Norway","Post","Food",1.09139
"Norway","Finance","Food",1.77459
"Norway","Real State","Food",0.6281
"Norway","Renting Mach","Food",0.18574
"Norway","Computer","Food",0.46241
"Norway","R&D","Food",0.20367
"Norway","Other Business","Food",1.71444
"Norway","Public","Food",0.46138
"Norway","Education","Food",0.14838
"Norway","Health","Food",0.06036
"Norway","Other services","Food",0.4191
"Norway","Private","Food",0
"Portugal","Agriculture","Food",42.43654
"Portugal","Mining","Food",0.04243
"Portugal","Food","Food",21.48678
"Portugal","Textile","Food",0.08585
"Portugal","Wood","Food",0.16772
"Portugal","Paper","Food",2.87594
"Portugal","Petroleum","Food",0.17206
"Portugal","Chemicals","Food",0.4066
"Portugal","Plastic","Food",1.15753
"Portugal","Minerals","Food",1.05198
"Portugal","Basic metals","Food",0.00564
"Portugal","Metal products","Food",1.83406
"Portugal","Machinery n.e.c","Food",0.40929
"Portugal","Office","Food",0.000235
"Portugal","Electrical","Food",0.01858
"Portugal","Communication","Food",0.01815
"Portugal","Medical","Food",0.00547
"Portugal","Auto","Food",0.0236
"Portugal","Other Transport","Food",0.00552
"Portugal","Other","Food",0.01813
"Portugal","Electricity","Food",1.03306
"Portugal","Construction","Food",0.31693
"Portugal","Retail","Food",14.89182
"Portugal","Hotels","Food",0.28014
"Portugal","Land Transport","Food",1.29769
"Portugal","Water Transport","Food",0.0018
"Portugal","Air Transport","Food",0.03245
"Portugal","Aux Transport","Food",0.03707
"Portugal","Post","Food",0.31488
"Portugal","Finance","Food",2.37824
"Portugal","Real State","Food",0.41231
"Portugal","Renting Mach","Food",0.000997
"Portugal","Computer","Food",0.00135
"Portugal","R&D","Food",0.02694
"Portugal","Other Business","Food",5.54777
"Portugal","Public","Food",0.5571
"Portugal","Education","Food",0.36249
"Portugal","Health","Food",0.16553
"Portugal","Other services","Food",0.11922
"Portugal","Private","Food",9.38e-05
"SouthAfrica","Agriculture","Food",40.72056
"SouthAfrica","Mining","Food",0.27413
"SouthAfrica","Food","Food",18.76322
"SouthAfrica","Textile","Food",0.28189
"SouthAfrica","Wood","Food",0.25081
"SouthAfrica","Paper","Food",2.92574
"SouthAfrica","Petroleum","Food",0.53496
"SouthAfrica","Chemicals","Food",1.55468
"SouthAfrica","Plastic","Food",1.73956
"SouthAfrica","Minerals","Food",0.73051
"SouthAfrica","Basic metals","Food",0.16462
"SouthAfrica","Metal products","Food",1.5755
"SouthAfrica","Machinery n.e.c","Food",0.65125
"SouthAfrica","Office","Food",0.08219
"SouthAfrica","Electrical","Food",0.151
"SouthAfrica","Communication","Food",0.07175
"SouthAfrica","Medical","Food",0.0547
"SouthAfrica","Auto","Food",0.15429
"SouthAfrica","Other Transport","Food",0.08697
"SouthAfrica","Other","Food",0.14727
"SouthAfrica","Electricity","Food",1.6397
"SouthAfrica","Construction","Food",0.43885
"SouthAfrica","Retail","Food",13.41688
"SouthAfrica","Hotels","Food",0.50743
"SouthAfrica","Land Transport","Food",2.95543
"SouthAfrica","Water Transport","Food",0.19133
"SouthAfrica","Air Transport","Food",0.17206
"SouthAfrica","Aux Transport","Food",0.75784
"SouthAfrica","Post","Food",0.53198
"SouthAfrica","Finance","Food",2.0943
"SouthAfrica","Real State","Food",0.64754
"SouthAfrica","Renting Mach","Food",0.24444
"SouthAfrica","Computer","Food",0.21937
"SouthAfrica","R&D","Food",0.09234
"SouthAfrica","Other Business","Food",3.86165
"SouthAfrica","Public","Food",0.29821
"SouthAfrica","Education","Food",0.09096
"SouthAfrica","Health","Food",0.07284
"SouthAfrica","Other services","Food",0.84665
"SouthAfrica","Private","Food",0.0046
"Spain","Agriculture","Food",38.23737
"Spain","Mining","Food",0.05456
"Spain","Food","Food",19.52767
"Spain","Textile","Food",0.31571
"Spain","Wood","Food",0.71798
"Spain","Paper","Food",2.11032
"Spain","Petroleum","Food",0.33999
"Spain","Chemicals","Food",1.77973
"Spain","Plastic","Food",1.76968
"Spain","Minerals","Food",1.08475
"Spain","Basic metals","Food",0.08856
"Spain","Metal products","Food",1.42018
"Spain","Machinery n.e.c","Food",0.32651
"Spain","Office","Food",0.11446
"Spain","Electrical","Food",0.1532
"Spain","Communication","Food",0.037
"Spain","Medical","Food",0.02715
"Spain","Auto","Food",0.11242
"Spain","Other Transport","Food",0.09266
"Spain","Other","Food",0.18888
"Spain","Electricity","Food",1.77161
"Spain","Construction","Food",0.48052
"Spain","Retail","Food",16.24847
"Spain","Hotels","Food",0.27424
"Spain","Land Transport","Food",3.13342
"Spain","Water Transport","Food",0.11344
"Spain","Air Transport","Food",0.23738
"Spain","Aux Transport","Food",1.43889
"Spain","Post","Food",0.59071
"Spain","Finance","Food",1.51295
"Spain","Real State","Food",0.60713
"Spain","Renting Mach","Food",0.202
"Spain","Computer","Food",0.07507
"Spain","R&D","Food",0.00733
"Spain","Other Business","Food",3.69351
"Spain","Public","Food",0.24143
"Spain","Education","Food",0.08764
"Spain","Health","Food",0.22558
"Spain","Other services","Food",0.55979
"Spain","Private","Food",0.000123
"Sweden","Agriculture","Food",31.75061
"Sweden","Mining","Food",0.13051
"Sweden","Food","Food",22.18078
"Sweden","Textile","Food",0.10538
"Sweden","Wood","Food",0.22889
"Sweden","Paper","Food",3.10683
"Sweden","Petroleum","Food",0.22321
"Sweden","Chemicals","Food",1.41576
"Sweden","Plastic","Food",1.88703
"Sweden","Minerals","Food",0.34591
"Sweden","Basic metals","Food",0.05058
"Sweden","Metal products","Food",1.6799
"Sweden","Machinery n.e.c","Food",1.21638
"Sweden","Office","Food",0.1898
"Sweden","Electrical","Food",0.12153
"Sweden","Communication","Food",0.15447
"Sweden","Medical","Food",0.04974
"Sweden","Auto","Food",0.47122
"Sweden","Other Transport","Food",0.12544
"Sweden","Other","Food",0.21988
"Sweden","Electricity","Food",1.28389
"Sweden","Construction","Food",0.80946
"Sweden","Retail","Food",14.63087
"Sweden","Hotels","Food",0.41841
"Sweden","Land Transport","Food",3.73132
"Sweden","Water Transport","Food",0.22827
"Sweden","Air Transport","Food",0.18788
"Sweden","Aux Transport","Food",3.5741
"Sweden","Post","Food",0.82741
"Sweden","Finance","Food",1.49148
"Sweden","Real State","Food",0.92002
"Sweden","Renting Mach","Food",0.12862
"Sweden","Computer","Food",0.43898
"Sweden","R&D","Food",0.16583
"Sweden","Other Business","Food",4.29311
"Sweden","Public","Food",0.54437
"Sweden","Education","Food",0.12329
"Sweden","Health","Food",0.09776
"Sweden","Other services","Food",0.45098
"Sweden","Private","Food",9.58e-05
"Turkey","Agriculture","Food",33.32035
"Turkey","Mining","Food",0.27629
"Turkey","Food","Food",21.1919
"Turkey","Textile","Food",0.79555
"Turkey","Wood","Food",0.08604
"Turkey","Paper","Food",2.18818
"Turkey","Petroleum","Food",2.29521
"Turkey","Chemicals","Food",1.46604
"Turkey","Plastic","Food",1.31065
"Turkey","Minerals","Food",0.95333
"Turkey","Basic metals","Food",0.49618
"Turkey","Metal products","Food",1.64243
"Turkey","Machinery n.e.c","Food",0.97098
"Turkey","Office","Food",0.05152
"Turkey","Electrical","Food",0.03792
"Turkey","Communication","Food",0.03254
"Turkey","Medical","Food",0.01583
"Turkey","Auto","Food",0.23159
"Turkey","Other Transport","Food",0.01572
"Turkey","Other","Food",0.12515
"Turkey","Electricity","Food",1.87696
"Turkey","Construction","Food",0.03253
"Turkey","Retail","Food",16.51985
"Turkey","Hotels","Food",0.00876
"Turkey","Land Transport","Food",8.28204
"Turkey","Water Transport","Food",1.06321
"Turkey","Air Transport","Food",0.00365
"Turkey","Aux Transport","Food",0.13185
"Turkey","Post","Food",0.31367
"Turkey","Finance","Food",2.1147
"Turkey","Real State","Food",0.15403
"Turkey","Renting Mach","Food",0.00938
"Turkey","Computer","Food",0.00286
"Turkey","R&D","Food",0.03055
"Turkey","Other Business","Food",1.67945
"Turkey","Public","Food",0.0086
"Turkey","Education","Food",0.10503
"Turkey","Health","Food",0.01602
"Turkey","Other services","Food",0.14346
"Turkey","Private","Food",1.99e-05
"UK","Agriculture","Food",31.08214
"UK","Mining","Food",0.30908
"UK","Food","Food",20.24222
"UK","Textile","Food",0.11512
"UK","Wood","Food",0.2341
"UK","Paper","Food",4.91922
"UK","Petroleum","Food",0.3907
"UK","Chemicals","Food",1.72349
"UK","Plastic","Food",3.24649
"UK","Minerals","Food",0.99596
"UK","Basic metals","Food",0.19462
"UK","Metal products","Food",2.51696
"UK","Machinery n.e.c","Food",1.27321
"UK","Office","Food",0.20338
"UK","Electrical","Food",0.07347
"UK","Communication","Food",0.06109
"UK","Medical","Food",0.15638
"UK","Auto","Food",0.36971
"UK","Other Transport","Food",0.07254
"UK","Other","Food",0.19193
"UK","Electricity","Food",2.23054
"UK","Construction","Food",0.41929
"UK","Retail","Food",13.18682
"UK","Hotels","Food",0.23674
"UK","Land Transport","Food",2.79413
"UK","Water Transport","Food",0.02705
"UK","Air Transport","Food",0.0732
"UK","Aux Transport","Food",0.3703
"UK","Post","Food",1.02827
"UK","Finance","Food",3.82748
"UK","Real State","Food",0.42624
"UK","Renting Mach","Food",0.44623
"UK","Computer","Food",0.24551
"UK","R&D","Food",0.22565
"UK","Other Business","Food",4.96331
"UK","Public","Food",0.10545
"UK","Education","Food",0.14531
"UK","Health","Food",0.12023
"UK","Other services","Food",0.75581
"UK","Private","Food",0.000617
"USA","Agriculture","Food",31.74203
"USA","Mining","Food",0.13825
"USA","Food","Food",24.50071
"USA","Textile","Food",0.11402
"USA","Wood","Food",0.11329
"USA","Paper","Food",5.15353
"USA","Petroleum","Food",0.26267
"USA","Chemicals","Food",1.76969
"USA","Plastic","Food",2.69565
"USA","Minerals","Food",0.90719
"USA","Basic metals","Food",0.07565
"USA","Metal products","Food",3.37017
"USA","Machinery n.e.c","Food",0.41223
"USA","Office","Food",0.16786
"USA","Electrical","Food",0.50843
"USA","Communication","Food",0.02569
"USA","Medical","Food",0.18505
"USA","Auto","Food",0.21597
"USA","Other Transport","Food",0.02573
"USA","Other","Food",0.0717
"USA","Electricity","Food",1.691
"USA","Construction","Food",0.48034
"USA","Retail","Food",7.84574
"USA","Hotels","Food",0.54598
"USA","Land Transport","Food",3.47876
"USA","Water Transport","Food",0.40663
"USA","Air Transport","Food",0.41859
"USA","Aux Transport","Food",0.18143
"USA","Post","Food",0.71712
"USA","Finance","Food",1.63519
"USA","Real State","Food",0.46691
"USA","Renting Mach","Food",0.4204
"USA","Computer","Food",0.4016
"USA","R&D","Food",0.02982
"USA","Other Business","Food",7.27575
"USA","Public","Food",0.66651
"USA","Education","Food",0.00204
"USA","Health","Food",0.000785
"USA","Other services","Food",0.86947
"USA","Private","Food",0.01047
"Remaining World","Agriculture","Food",40.72056
"Remaining World","Mining","Food",0.27413
"Remaining World","Food","Food",18.76322
"Remaining World","Textile","Food",0.28189
"Remaining World","Wood","Food",0.25081
"Remaining World","Paper","Food",2.92574
"Remaining World","Petroleum","Food",0.53496
"Remaining World","Chemicals","Food",1.55468
"Remaining World","Plastic","Food",1.73956
"Remaining World","Minerals","Food",0.73051
"Remaining World","Basic metals","Food",0.16462
"Remaining World","Metal products","Food",1.5755
"Remaining World","Machinery n.e.c","Food",0.65125
"Remaining World","Office","Food",0.08219
"Remaining World","Electrical","Food",0.151
"Remaining World","Communication","Food",0.07175
"Remaining World","Medical","Food",0.0547
"Remaining World","Auto","Food",0.15429
"Remaining World","Other Transport","Food",0.08697
"Remaining World","Other","Food",0.14727
"Remaining World","Electricity","Food",1.6397
"Remaining World","Construction","Food",0.43885
"Remaining World","Retail","Food",13.41688
"Remaining World","Hotels","Food",0.50743
"Remaining World","Land Transport","Food",2.95543
"Remaining World","Water Transport","Food",0.19133
"Remaining World","Air Transport","Food",0.17206
"Remaining World","Aux Transport","Food",0.75784
"Remaining World","Post","Food",0.53198
"Remaining World","Finance","Food",2.0943
"Remaining World","Real State","Food",0.64754
"Remaining World","Renting Mach","Food",0.24444
"Remaining World","Computer","Food",0.21937
"Remaining World","R&D","Food",0.09234
"Remaining World","Other Business","Food",3.86165
"Remaining World","Public","Food",0.29821
"Remaining World","Education","Food",0.09096
"Remaining World","Health","Food",0.07284
"Remaining World","Other services","Food",0.84665
"Remaining World","Private","Food",0.0046
"Argentina","Agriculture","Textile",4.74025
"Argentina","Mining","Textile",0.25892
"Argentina","Food","Textile",2.22073
"Argentina","Textile","Textile",40.22158
"Argentina","Wood","Textile",0.24444
"Argentina","Paper","Textile",1.86611
"Argentina","Petroleum","Textile",0.78943
"Argentina","Chemicals","Textile",8.59197
"Argentina","Plastic","Textile",1.6944
"Argentina","Minerals","Textile",0.41673
"Argentina","Basic metals","Textile",0.32697
"Argentina","Metal products","Textile",0.83582
"Argentina","Machinery n.e.c","Textile",1.10206
"Argentina","Office","Textile",0.14364
"Argentina","Electrical","Textile",0.231
"Argentina","Communication","Textile",0.07454
"Argentina","Medical","Textile",0.10397
"Argentina","Auto","Textile",0.22426
"Argentina","Other Transport","Textile",0.68863
"Argentina","Other","Textile",0.82714
"Argentina","Electricity","Textile",2.56868
"Argentina","Construction","Textile",0.52262
"Argentina","Retail","Textile",15.65991
"Argentina","Hotels","Textile",0.58196
"Argentina","Land Transport","Textile",2.61421
"Argentina","Water Transport","Textile",0.14355
"Argentina","Air Transport","Textile",0.30778
"Argentina","Aux Transport","Textile",0.63917
"Argentina","Post","Textile",0.78664
"Argentina","Finance","Textile",3.10084
"Argentina","Real State","Textile",1.05657
"Argentina","Renting Mach","Textile",0.252
"Argentina","Computer","Textile",0.3351
"Argentina","R&D","Textile",0.16105
"Argentina","Other Business","Textile",3.95158
"Argentina","Public","Textile",0.39827
"Argentina","Education","Textile",0.12518
"Argentina","Health","Textile",0.12115
"Argentina","Other services","Textile",1.06732
"Argentina","Private","Textile",0.00383
"Australia","Agriculture","Textile",14.99383
"Australia","Mining","Textile",0.48365
"Australia","Food","Textile",2.53143
"Australia","Textile","Textile",31.71628
"Australia","Wood","Textile",0.11656
"Australia","Paper","Textile",1.57035
"Australia","Petroleum","Textile",0.05682
"Australia","Chemicals","Textile",2.2204
"Australia","Plastic","Textile",0.89914
"Australia","Minerals","Textile",0.0322
"Australia","Basic metals","Textile",0.45632
"Australia","Metal products","Textile",0.5037
"Australia","Machinery n.e.c","Textile",0.08656
"Australia","Office","Textile",0.06133
"Australia","Electrical","Textile",0.10401
"Australia","Communication","Textile",0.00792
"Australia","Medical","Textile",0.07437
"Australia","Auto","Textile",0.03938
"Australia","Other Transport","Textile",0.00403
"Australia","Other","Textile",0.90898
"Australia","Electricity","Textile",1.96234
"Australia","Construction","Textile",0.06697
"Australia","Retail","Textile",20.23341
"Australia","Hotels","Textile",1.34775
"Australia","Land Transport","Textile",4.55233
"Australia","Water Transport","Textile",0.26062
"Australia","Air Transport","Textile",1.63496
"Australia","Aux Transport","Textile",1.12474
"Australia","Post","Textile",1.34882
"Australia","Finance","Textile",1.18658
"Australia","Real State","Textile",0.5544
"Australia","Renting Mach","Textile",0.32635
"Australia","Computer","Textile",0.47034
"Australia","R&D","Textile",0.03689
"Australia","Other Business","Textile",6.15307
"Australia","Public","Textile",0.12323
"Australia","Education","Textile",0.53177
"Australia","Health","Textile",0.43914
"Australia","Other services","Textile",0.7787
"Australia","Private","Textile",0.000326
"Austria","Agriculture","Textile",3.38477
"Austria","Mining","Textile",0.06364
"Austria","Food","Textile",1.58997
"Austria","Textile","Textile",29.19605
"Austria","Wood","Textile",0.19673
"Austria","Paper","Textile",2.40198
"Austria","Petroleum","Textile",0.37748
"Austria","Chemicals","Textile",6.96815
"Austria","Plastic","Textile",2.64849
"Austria","Minerals","Textile",0.29313
"Austria","Basic metals","Textile",0.14327
"Austria","Metal products","Textile",1.23552
"Austria","Machinery n.e.c","Textile",1.46206
"Austria","Office","Textile",0.02279
"Austria","Electrical","Textile",0.57494
"Austria","Communication","Textile",0.24365
"Austria","Medical","Textile",0.04323
"Austria","Auto","Textile",0.11836
"Austria","Other Transport","Textile",0.0177
"Austria","Other","Textile",0.58583
"Austria","Electricity","Textile",2.47156
"Austria","Construction","Textile",0.96406
"Austria","Retail","Textile",26.35187
"Austria","Hotels","Textile",0.73968
"Austria","Land Transport","Textile",2.14064
"Austria","Water Transport","Textile",0.04162
"Austria","Air Transport","Textile",0.4116
"Austria","Aux Transport","Textile",0.40696
"Austria","Post","Textile",0.99073
"Austria","Finance","Textile",4.50776
"Austria","Real State","Textile",2.31855
"Austria","Renting Mach","Textile",0.53933
"Austria","Computer","Textile",0.74107
"Austria","R&D","Textile",0.10724
"Austria","Other Business","Textile",4.00007
"Austria","Public","Textile",0.22945
"Austria","Education","Textile",0.13938
"Austria","Health","Textile",0.08218
"Austria","Other services","Textile",1.24847
"Austria","Private","Textile",9.02e-06
"Brazil","Agriculture","Textile",2.53847
"Brazil","Mining","Textile",0.05685
"Brazil","Food","Textile",3.77191
"Brazil","Textile","Textile",54.8156
"Brazil","Wood","Textile",0.0399
"Brazil","Paper","Textile",1.68057
"Brazil","Petroleum","Textile",0.98845
"Brazil","Chemicals","Textile",6.6236
"Brazil","Plastic","Textile",1.75731
"Brazil","Minerals","Textile",0.10014
"Brazil","Basic metals","Textile",0.02141
"Brazil","Metal products","Textile",0.45852
"Brazil","Machinery n.e.c","Textile",1.1513
"Brazil","Office","Textile",0.01122
"Brazil","Electrical","Textile",0.04718
"Brazil","Communication","Textile",0.06411
"Brazil","Medical","Textile",0.12866
"Brazil","Auto","Textile",0.13633
"Brazil","Other Transport","Textile",0.03683
"Brazil","Other","Textile",0.58363
"Brazil","Electricity","Textile",2.25207
"Brazil","Construction","Textile",0.08249
"Brazil","Retail","Textile",11.23187
"Brazil","Hotels","Textile",0.01324
"Brazil","Land Transport","Textile",1.17884
"Brazil","Water Transport","Textile",0.10165
"Brazil","Air Transport","Textile",0.15199
"Brazil","Aux Transport","Textile",0.5315
"Brazil","Post","Textile",0.40626
"Brazil","Finance","Textile",3.77622
"Brazil","Real State","Textile",0.39669
"Brazil","Renting Mach","Textile",0.13412
"Brazil","Computer","Textile",0.19329
"Brazil","R&D","Textile",0.01516
"Brazil","Other Business","Textile",2.52863
"Brazil","Public","Textile",0.15482
"Brazil","Education","Textile",0.01655
"Brazil","Health","Textile",0.0447
"Brazil","Other services","Textile",1.77793
"Brazil","Private","Textile",1.64e-06
"Canada","Agriculture","Textile",2.84149
"Canada","Mining","Textile",0.36861
"Canada","Food","Textile",0.79625
"Canada","Textile","Textile",51.5111
"Canada","Wood","Textile",0.06032
"Canada","Paper","Textile",1.79405
"Canada","Petroleum","Textile",0.2808
"Canada","Chemicals","Textile",8.02853
"Canada","Plastic","Textile",1.58049
"Canada","Minerals","Textile",0.16273
"Canada","Basic metals","Textile",0.00717
"Canada","Metal products","Textile",0.30715
"Canada","Machinery n.e.c","Textile",0.34913
"Canada","Office","Textile",0
"Canada","Electrical","Textile",0.15776
"Canada","Communication","Textile",0
"Canada","Medical","Textile",0.11991
"Canada","Auto","Textile",0.22609
"Canada","Other Transport","Textile",0
"Canada","Other","Textile",1.25631
"Canada","Electricity","Textile",1.97607
"Canada","Construction","Textile",0.32592
"Canada","Retail","Textile",14.02601
"Canada","Hotels","Textile",0.13126
"Canada","Land Transport","Textile",0.99044
"Canada","Water Transport","Textile",0.21757
"Canada","Air Transport","Textile",0.17936
"Canada","Aux Transport","Textile",0.61408
"Canada","Post","Textile",1.01779
"Canada","Finance","Textile",2.47375
"Canada","Real State","Textile",2.01011
"Canada","Renting Mach","Textile",0.16546
"Canada","Computer","Textile",0.23846
"Canada","R&D","Textile",0.0187
"Canada","Other Business","Textile",3.11954
"Canada","Public","Textile",0.45877
"Canada","Education","Textile",0.06377
"Canada","Health","Textile",0.07051
"Canada","Other services","Textile",2.03677
"Canada","Private","Textile",0.01776
"Chile","Agriculture","Textile",4.74025
"Chile","Mining","Textile",0.25892
"Chile","Food","Textile",2.22073
"Chile","Textile","Textile",40.22158
"Chile","Wood","Textile",0.24444
"Chile","Paper","Textile",1.86611
"Chile","Petroleum","Textile",0.78943
"Chile","Chemicals","Textile",8.59197
"Chile","Plastic","Textile",1.6944
"Chile","Minerals","Textile",0.41673
"Chile","Basic metals","Textile",0.32697
"Chile","Metal products","Textile",0.83582
"Chile","Machinery n.e.c","Textile",1.10206
"Chile","Office","Textile",0.14364
"Chile","Electrical","Textile",0.231
"Chile","Communication","Textile",0.07454
"Chile","Medical","Textile",0.10397
"Chile","Auto","Textile",0.22426
"Chile","Other Transport","Textile",0.68863
"Chile","Other","Textile",0.82714
"Chile","Electricity","Textile",2.56868
"Chile","Construction","Textile",0.52262
"Chile","Retail","Textile",15.65991
"Chile","Hotels","Textile",0.58196
"Chile","Land Transport","Textile",2.61421
"Chile","Water Transport","Textile",0.14355
"Chile","Air Transport","Textile",0.30778
"Chile","Aux Transport","Textile",0.63917
"Chile","Post","Textile",0.78664
"Chile","Finance","Textile",3.10084
"Chile","Real State","Textile",1.05657
"Chile","Renting Mach","Textile",0.252
"Chile","Computer","Textile",0.3351
"Chile","R&D","Textile",0.16105
"Chile","Other Business","Textile",3.95158
"Chile","Public","Textile",0.39827
"Chile","Education","Textile",0.12518
"Chile","Health","Textile",0.12115
"Chile","Other services","Textile",1.06732
"Chile","Private","Textile",0.00383
"China","Agriculture","Textile",14.45768
"China","Mining","Textile",0.47769
"China","Food","Textile",2.74977
"China","Textile","Textile",48.97429
"China","Wood","Textile",0.24403
"China","Paper","Textile",0.92742
"China","Petroleum","Textile",0.6467
"China","Chemicals","Textile",8.89641
"China","Plastic","Textile",1.87872
"China","Minerals","Textile",0.46842
"China","Basic metals","Textile",0.40701
"China","Metal products","Textile",0.61898
"China","Machinery n.e.c","Textile",1.24332
"China","Office","Textile",0.06246
"China","Electrical","Textile",0.35286
"China","Communication","Textile",0.02355
"China","Medical","Textile",0.13094
"China","Auto","Textile",0.12967
"China","Other Transport","Textile",0.08509
"China","Other","Textile",0.32641
"China","Electricity","Textile",0.90105
"China","Construction","Textile",0.05679
"China","Retail","Textile",9.52275
"China","Hotels","Textile",0.68176
"China","Land Transport","Textile",1.50041
"China","Water Transport","Textile",0.0438
"China","Air Transport","Textile",0.0455
"China","Aux Transport","Textile",0.23133
"China","Post","Textile",0.32207
"China","Finance","Textile",2.42322
"China","Real State","Textile",0.30934
"China","Renting Mach","Textile",0.03073
"China","Computer","Textile",0.04429
"China","R&D","Textile",0.00347
"China","Other Business","Textile",0.57941
"China","Public","Textile",0.00337
"China","Education","Textile",0.03975
"China","Health","Textile",0.00849
"China","Other services","Textile",0.15096
"China","Private","Textile",7.41e-05
"Denmark","Agriculture","Textile",6.85712
"Denmark","Mining","Textile",0.43802
"Denmark","Food","Textile",2.04105
"Denmark","Textile","Textile",28.98355
"Denmark","Wood","Textile",0.1048
"Denmark","Paper","Textile",1.28871
"Denmark","Petroleum","Textile",0.36757
"Denmark","Chemicals","Textile",8.87632
"Denmark","Plastic","Textile",1.75999
"Denmark","Minerals","Textile",0.19889
"Denmark","Basic metals","Textile",0.42987
"Denmark","Metal products","Textile",1.22543
"Denmark","Machinery n.e.c","Textile",0.88664
"Denmark","Office","Textile",0.05145
"Denmark","Electrical","Textile",0.20218
"Denmark","Communication","Textile",0.09824
"Denmark","Medical","Textile",0.10195
"Denmark","Auto","Textile",0.05397
"Denmark","Other Transport","Textile",0.0639
"Denmark","Other","Textile",1.09236
"Denmark","Electricity","Textile",0.87118
"Denmark","Construction","Textile",0.43161
"Denmark","Retail","Textile",28.73626
"Denmark","Hotels","Textile",0.83731
"Denmark","Land Transport","Textile",2.14472
"Denmark","Water Transport","Textile",0.07629
"Denmark","Air Transport","Textile",0.32527
"Denmark","Aux Transport","Textile",1.29192
"Denmark","Post","Textile",0.63595
"Denmark","Finance","Textile",2.90757
"Denmark","Real State","Textile",1.8453
"Denmark","Renting Mach","Textile",0.59943
"Denmark","Computer","Textile",0.43617
"Denmark","R&D","Textile",0.00925
"Denmark","Other Business","Textile",2.08695
"Denmark","Public","Textile",0.23636
"Denmark","Education","Textile",0.07789
"Denmark","Health","Textile",0.05825
"Denmark","Other services","Textile",1.27007
"Denmark","Private","Textile",0.000227
"Finland","Agriculture","Textile",4.23188
"Finland","Mining","Textile",0.18992
"Finland","Food","Textile",2.22687
"Finland","Textile","Textile",26.85727
"Finland","Wood","Textile",0.22972
"Finland","Paper","Textile",4.31282
"Finland","Petroleum","Textile",0.54564
"Finland","Chemicals","Textile",10.42696
"Finland","Plastic","Textile",1.20516
"Finland","Minerals","Textile",0.63537
"Finland","Basic metals","Textile",0.54854
"Finland","Metal products","Textile",0.40455
"Finland","Machinery n.e.c","Textile",0.50145
"Finland","Office","Textile",0.00612
"Finland","Electrical","Textile",0.06373
"Finland","Communication","Textile",0.2092
"Finland","Medical","Textile",0.08448
"Finland","Auto","Textile",0.03119
"Finland","Other Transport","Textile",0.1346
"Finland","Other","Textile",0.99918
"Finland","Electricity","Textile",2.39536
"Finland","Construction","Textile",0.43258
"Finland","Retail","Textile",21.92223
"Finland","Hotels","Textile",0.07982
"Finland","Land Transport","Textile",2.93486
"Finland","Water Transport","Textile",0.32097
"Finland","Air Transport","Textile",0.45053
"Finland","Aux Transport","Textile",1.05149
"Finland","Post","Textile",2.28904
"Finland","Finance","Textile",1.93116
"Finland","Real State","Textile",1.13629
"Finland","Renting Mach","Textile",0.05375
"Finland","Computer","Textile",0.10372
"Finland","R&D","Textile",0.13807
"Finland","Other Business","Textile",8.90121
"Finland","Public","Textile",0.78824
"Finland","Education","Textile",0.14056
"Finland","Health","Textile",0.03882
"Finland","Other services","Textile",1.04662
"Finland","Private","Textile",2.18e-05
"France","Agriculture","Textile",2.26017
"France","Mining","Textile",0.01374
"France","Food","Textile",2.16296
"France","Textile","Textile",33.8579
"France","Wood","Textile",0.12885
"France","Paper","Textile",1.60148
